Omschrijving	Art.groep	Artikelsymbool	Gemiddeldekostprijs	Alternatiefnummer	Voorraadbijhouden	VbEnh	VkEnh	AkEnh	PrsEnh	Verkoopprijs	PercVk	Basisaankoopwaarde	Categorie	Basisgewicht	VrdEnh	UniekVolgnummer	MagazijnIN	MagazijnlocatieIN	MagazijnUIT	MagazijnlocatieUIT	Soortelijkgewicht	Datum vanaanpassing	Uur vanaanpassing	Aangepastdoor	Lotnr.leverancier	BOM	EAN13-code	Externe Omschrijving	Werknemer	Vervaldatum	Vervaldatumherziening	Aankoop-code	Soortartikel	Linkdocumentcenter	Laatste bestelprijs	Gevaarlijk en/of veiligheidsvoorschriften	Allergeen	Type artikel	Laatste ontvangstprijs	Netto gewicht	Standaardop voorraad	Budgetprijs	Afdeling	Verkoop-code	Halal	Bestemming	
Kabel encoder MCM-module U/D FLC-target intern stuurkast Volvo Zweden	PROJ	IFA140037-W=MP01+A1-58A2-XS131/	26,4557	320634
Kabel canbus output MCM-module -> conn.plaat intern stuurkast Volvo Zweden	PROJ	IFA140037-W=MP01+A1-58A2-XS134/	7,4721	320559
Kabel deurschakelaar airco power panel intern stuurkast Volvo Zweden	PROJ	IFA140037-W=MP01+A1-6SD3/	34,5604	320498
Kabel stuurkast <-> inschakelventiel maintenance unit centralizer	PROJ	IFA140037-W=MP01+A1-XL10/10+A10-1K4	8,8076	320955
Kabel stuurkast <-> aftakmodule maintenance unit centralizer	PROJ	IFA140037-W=MP01+A1-XL10/10+A10-1S1	6,9826	320962
Kabel stuurkast <-> prop. drukregelaar center unit voorzijde centralizer	PROJ	IFA140037-W=MP01+A1-XL11/	19,1493	320979
Kabel stuurkast <-> prop. drukregelaar center unit achterzijde centralizer	PROJ	IFA140037-W=MP01+A1-XL12/A12-XS146	14,891	321044
Kabel 24VDC & signaal stuurkast <-> detektie rechtse cylinder in centralize	PROJ	IFA140037-W=MP01+A1-XL13/A13-1SE12	8,8076	321006
Kabel 24VDC & signaal stuurkast <-> detektie rechtse cylinder uit centraliz	PROJ	IFA140037-W=MP01+A1-XL13/A13-1SE16	6,9826	321013
Kabel 24VDC & signaal stuurkast <-> detektie linkse cylinder in centralizer	PROJ	IFA140037-W=MP01+A1-XL13/A13-1SE3	13,066	320986
Kabel 24VDC & signaal stuurkast <-> detektie linkse cylinder uit centralize	PROJ	IFA140037-W=MP01+A1-XL13/A13-1SE7	6,9826	320993
Kabel 24VDC & signaal stuurkast <-> detektie rechtse cylinder in centralize	PROJ	IFA140037-W=MP01+A1-XL14/A14-1SE12	6,9826	321075
Kabel 24VDC & signaal stuurkast <-> detektie rechtse cylinder uit centraliz	PROJ	IFA140037-W=MP01+A1-XL14/A14-1SE16	6,9826	321082
Kabel 24VDC & signaal stuurkast <-> detektie linkse cylinder in centralizer	PROJ	IFA140037-W=MP01+A1-XL14/A14-1SE3	6,9826	321051
Kabel 24VDC & signaal stuurkast <-> detektie linkse cylinder uit centralize	PROJ	IFA140037-W=MP01+A1-XL14/A14-1SE7	6,9826	321068
Kabel sturing 5/3 klep stuurkast <-> cylinders in centralizer voorzijde	PROJ	IFA140037-W=MP01+A1-XL15/A13-XS141	56,974	321020
Kabel sturing 5/3 klep stuurkast <-> cylinders uit centralizer voorzijde	PROJ	IFA140037-W=MP01+A1-XL15/A13-XS142	66,099	321037
Kabel sturing 5/3 klep stuurkast <-> cylinders in centralizer achterzijde	PROJ	IFA140037-W=MP01+A1-XL16/A14-XS143	55,9933	321099
Kabel sturing 5/3 klep stuurkast <-> cylinders uit centralizer achterzijde	PROJ	IFA140037-W=MP01+A1-XL16/A14-XS144	52,9517	321105
Kabel power input koelgroep intern stuurkast Volvo Zweden	PROJ	IFA140037-W=MP01+A1-XL2/MP01+A1-5M6	12,7645	320481
Kabel deurschakelaar airco PC panel intern stuurkast Volvo Zweden	PROJ	IFA140037-W=MP01+A1-XL3/MP01+A1-5M6	11,0706	320528
Kabel 24VC & I/O stuurkast <-> verkeerslicht Volvo Zweden	PROJ	IFA140037-W=MP01+A1-XL32/30+A32	43,5846	320825
Kabel 24VDC & signaal stuurkast <-> fotocel detektie schroevendraaier Volvo	PROJ	IFA140037-W=MP01+A1-XL33/30+A33-4B4	31,7826	320740
Kabel 24VDC & signaal stuurkast <-> Ultrasoon detektie voertuig Volvo	PROJ	IFA140037-W=MP01+A1-XL34/30+A34-1B1	13,066	320948
Kabel 24VDC & signaal stuurkast <-> fotocel 1 detektie voertuig Volvo	PROJ	IFA140037-W=MP01+A1-XL34/30+A34-1B4	33,6076	320832
Kabel 24VDC & signaal stuurkast <-> fotocel 2 detektie voertuig Volvo	PROJ	IFA140037-W=MP01+A1-XL34/30+A34-1B8	33,6076	320900
Kabel 220VAC voeding stuurkast -> TL-verlichting lamp 1 PAC-platen	PROJ	IFA140037-W=MP01+A1-XL35/A35-1E7	19,746	321761
Kabel 220VAC voeding stuurkast -> TL-verlichting lamp 1 PAC-platen	PROJ	IFA140037-W=MP01+A1-XL36/A36-1E7	18,1814	321792
Kabel 220VAC voeding stuurkast -> TL-verlichting lamp 1 FLC-target	PROJ	IFA140037-W=MP01+A1-XL37/A37-1E7	17,1383	321822
Kabel 220VAC power input UPS PC Panel intern stuurkast Volvo Zweden	PROJ	IFA140037-W=MP01+A1-XL4/	24,8179	320573
Kabel lampentoren intern stuurkast Volvo Zweden	PROJ	IFA140037-W=MP01+A1-XL50/	218,3703	320672
Kabel stuurkast -> lampentoren portiek Volvo Zweden	PROJ	IFA140037-W=MP01+A1-XL50/30	254,586	321846
MAG WEG	PROJ	IFA140037-W=MP01+A1-XL60/A2-11A1	15,2083	330626
Kabel motor & brake L/R FLR-target intern stuurkast Volvo Zweden	PROJ	IFA140037-W=MP01+A2-11A1-XS110.1	40,2659	320580
Kabel motor & brake FLR-taget (L/R) kast <-> motor FAS-stand	PROJ	IFA140037-W=MP01+A2-11A1-XS110.1/40	52,6061	321259
Kabel encoder FLR-target (L/R) kast <-> motor FAS-stand	PROJ	IFA140037-W=MP01+A2-11A1-XS111.1/40	59,8381	321266
Kabel pos.det. FLR-target (L/R) kast <-> sensorbox FAS-stand	PROJ	IFA140037-W=MP01+A2-11A1-XS116/40	87,9138	321518
Kabel safety strips L/R FLR-target <-> Bopla strip interface	PROJ	IFA140037-W=MP01+A2-11A1-XS117/40	63,2878	321716
Kabel motor & brake U/D FLR-target intern stuurkast Volvo Zweden	PROJ	IFA140037-W=MP01+A2-11A1-XS120.1	41,1795	320597
Kabel motor & brake FLR-target (U/D) kast <->motor FAS-stand	PROJ	IFA140037-W=MP01+A2-11A1-XS120.1/40	81,9044	321563
Kabel encoder FLR-target (U/D) kast <-> motor FAS-stand	PROJ	IFA140037-W=MP01+A2-11A1-XS121.1/40	67,3636	321570
Kabel pos.det.FLR-target (U/D) kast <-> sensorbox FAS-stand	PROJ	IFA140037-W=MP01+A2-11A1-XS126/40	130,5762	321587
Kabel motor & brake U/D FLC-target intern stuurkast Volvo Zweden	PROJ	IFA140037-W=MP01+A2-11A1-XS130.1	39,1371	320603
Kabel motor & brake FLC-target kast <-> motor FAS-stand	PROJ	IFA140037-W=MP01+A2-11A1-XS130.1/40	41,9806	321624
Kabel encoder FLC-target kast <-> motor FAS-stand	PROJ	IFA140037-W=MP01+A2-11A1-XS131.1/40	56,1075	321631
Kabel canbus interface stuurkast -> candis FAS stand Volvo Zweden	PROJ	IFA140037-W=MP01+A2-11A1-XS134.1/	108,2449	320795
Kabel pos.det. FLC-target kast <-> sensorbox FAS-stand	PROJ	IFA140037-W=MP01+A2-11A1-XS136/40	113,9811	321648
Kabel safety strip FLC-target stuurkast <-> bopla strip interface	PROJ	IFA140037-W=MP01+A2-11A1-XS137/40	34,5753	321686
Kabel voedingen voor hoogtemeting linkerzijde intern stuurkast Volvo Zweden	PROJ	IFA140037-W=MP01+A2-11A1-XS150	47,608	320696
Kabel voedingen stuurkast <-> kastje  hoogtemeting links Volvo Zweden	PROJ	IFA140037-W=MP01+A2-11A1-XS150/20	160,1302	321112
Kabel voedingen voor hoogtemeting rechterzijde intern stuurkast Volvo Zwede	PROJ	IFA140037-W=MP01+A2-11A1-XS160	47,05	320702
Kabel voedingen stuurkast <-> kastje  hoogtemeting rechts Volvo Zweden	PROJ	IFA140037-W=MP01+A2-11A1-XS160/20	141,255	321181
Kabel voeding candis intern stuurkast Volvo Zweden	PROJ	IFA140037-W=MP01+A2-11A1-XS190	26,0192	320689
Kabel 24VDC voeding stuurkast -> candis FAS stand Volvo Zweden	PROJ	IFA140037-W=MP01+A2-11A1-XS190/30+A	48,6631	320788
Kabel  ethernet video stuurkast <-> camera links voor Volvo Zweden	PROJ	IFA140037-W=MP01+A2-11A1-XS42.1/20	122,3079	321129
Kabel  ethernet video stuurkast <-> camera links achter Volvo Zweden	PROJ	IFA140037-W=MP01+A2-11A1-XS43.1/20	129,5825	321136
Kabel  ethernet video stuurkast <-> camera rechts voor Volvo Zweden	PROJ	IFA140037-W=MP01+A2-11A1-XS44.1/20	107,7587	321198
Kabel  ethernet video stuurkast <-> camera rechts achter Volvo Zweden	PROJ	IFA140037-W=MP01+A2-11A1-XS45.1/20	115,0333	321204
Kabel deurschakelaar 1 airco PC panel intern stuurkast Volvo Zweden	PROJ	IFA140037-W=MP01+A2-1SD10/	34,8656	320504
Kabel deurschakelaar 2 airco PC panel intern stuurkast Volvo Zweden	PROJ	IFA140037-W=MP01+A2-1SD15/	35,1708	320511
Kabel deurschakelaar TL-lamp PC panel intern stuurkast Volvo Zweden	PROJ	IFA140037-W=MP01+A2-1SD6/	38,8025	320566
Kabel Canbus PC -> inputmodule 1 intern stuurkast Volvo Zweden	PROJ	IFA140037-W=MP01+A2-4A2-XS35/	18,6302	320535
Remweerstandsmodule FLR/target U/D intern stuurkast Volvo Zweden	PROJ	IFA140037=MP01+A1-53R17	15,1566	329385
Kabel W-A1-1X1/A1-XS0 : Netsnoer stopcontacten paaltje -> voedingskastje	PROJ	IFA140038-KABEL 220VAC VOEDINGSKAST	9,3826	317276
Kabel W-Toyota/A1-1X1 : 220Vac stopcontacten paaltje voedingskastje PLA25	PROJ	IFA140038-KABEL STOPCONTACTEN	37,0851	317269
Kabel 12Vdc & RS232 LM25 <-> connector kabelgoot PLA25 DR kolom	PROJ	IFA140038-KABEL12VDC-RS232 LM25	34,2882	317344
Materiaal voor montage voedingskastje PLA 25 DR op Rose+Krieger paaltje	PROJ	IFA140038-PAALTJE VOEDINGSKAST	197,1168	317306
Spiraalkabel PLA25 DR-installatie voedingskastje <-> PLA25	PROJ	IFA140038-SPIRAALKABEL PLA25-DR	81,021	317283
Voedingskastje PLA 25 DR voor installatie fabriek	PROJ	IFA140038-VOEDINGSKASTJE PLA 25 DR	478,122	317290
Laser voor manueel toestel RDF-MPC	PROJ	IFA150001-LASER RDF-MPC	56,1302	326377
LET-materiaal voor glijwagen SAR (pltw) met 4 lagers voor verlengde kolom	PROJ	IFA150001-MATERIAAL GLIJWAGEN 4 LAG	652,6807	322270
LET-materiaal voor verlengd tegengewicht verlengde SAR-kolom FUSO	PROJ	IFA150001-MATERIAAL TEGENGEWICHT	47,7284	322263
Standaard LET-materiaal voorr rolwagenmodule manuele RDF/MPC positioner	PROJ	IFA150001-ROLWAGEN MANUELE RDF/MPC	824,8509	322157
W=A1-3A1-X11/A1-6A3-X3:kabel canbus boxpc -> inputmodule intern Valeo kast	PROJ	IFA150005-W=A1-3A1-X11/A1-6A3-X3	20,0576	327220
W=A1-3A1-X2/A10-XS61:ethernet CAT6 LVCC -> boxpc in kast Valeo	PROJ	IFA150005-W=A1-3A1-X2/A10-XS61	88,0277	327275
W=A1-3A1-X9.1/A11-XS27:VGA-kabel DP/VGA-adapter boxpc in kast Valeo -> LCD	PROJ	IFA150005-W=A1-3A1-X9.1/A11-XS27	47,4593	327299
W=A1-7A2-X4/A10-XS62:kabel CAN outputmod. kast Valeo -> LVCC	PROJ	IFA150005-W=A1-7A2-X4/A10-XS62	36,9936	327251
W=A1-LET-XL1/A11-XS25:kabel power klemmen kast Valeo -> LCD	PROJ	IFA150005-W=A1-LET-XL1/A11-XS25	18,1255	327282
W=A1-LET-XL2/A1-3A1-X1:Kabel voeding Phoenix boxpc intern Valeo kast	PROJ	IFA150005-W=A1-LET-XL2/A1-3A1-X1	9,9418	327237
W=A1-LET-XL2/A10-XS60:kabel power klemmen kast Valeo -> LVCC	PROJ	IFA150005-W=A1-LET-XL2/A10-XS60	35,3516	327244
Bit voor mist schroevendraaier SKoda	PROJ	IFA150006-BIT MISSTOOL	24	335706
LET-materiaal voor end roller unit	PROJ	IFA150006-END ROLLER UNIT	113,8474	452984
LET-materiaal voor inrijgeleiding met 2 rollen; as in RVS; steunen in ALU	PROJ	IFA150006-INRIJGELEIDING ALU-STEUN	143,2517	328173
Enkele schroevendraaier met haakse kop !350T niet meer leverbaar	PROJ	IFA150006-SINGLE TOOL HAAKSE KOP	1568,2077	335713
LET-materiaal voedingskast Skoda Kvasiny	PROJ	IFA150006-VOEDINGSKAST KVASINY	5200,7271	328241
FLR-target (zonder Bopla) met rechtse corner reflector 180° gedraaid	PROJ	IFA150007-FLR-TARGET (ZONDER BOPLA)	2439,2721	329729
Standaard LET-kabels/koopkabels intern kast FAS station Volvo Daqing China	PROJ	IFA150007-LET-KABELS INTERN KAST	137,0773	330602
LET-materiaal stuurkast voor FAS station Volvo Daqing China	PROJ	IFA150007-MATERIAAL STUURKAST FAS	13902,4849	330619
Kabel voeding Desoutter SDR-sturing intern stuurkast Volvo Daqing	PROJ	IFA150007-W=MP01+A1-XL4/A2-11A1	26,7296	330640
Kabel I/O interface Desoutter SDR-sturing intern stuurkast Volvo Daqing	PROJ	IFA150007-W=MP01+A1-XL60/A2-11A1	29,1094	330633
LET-materiaal voor inrijgeleiding met 17 geleidingsrollen centralizer	PROJ	IFA150009-LET MAT. INRIJGELEID. 17R	164,5737	333382
LET-materiaal voor inrijgeleiding met 3 geleidingsrollen centralizer	PROJ	IFA150009-LET MAT. INRIJGELEID. 3R	98,0925	333399
LET-materiaal voor inrijgeleiding met 4 geleidingsrollen-type 1 centralizer	PROJ	IFA150009-LET MAT. INRIJGELEID. 4R	90,784	333405
LET-materiaal voor inrijgeleiding met 4 geleidingsrollen-type 2 centralizer	PROJ	IFA150009-LET MAT. INRIJGELEID. 4R2	108,784	333481
LET-materiaal voor maintencance unit centralizer	PROJ	IFA150009-LET MAT. MAINTENANCE UNIT	110,9071	333412
LET-materiaal voor steunpaal operator controlbox centralizer VW Poznan	PROJ	IFA150009-LET MAT. PAAL CONTROLBOX	29,2912	333450
LET-materiaal voor steun elektrische kast centralizer VW Poznan	PROJ	IFA150009-LET MAT. STEUN ELEK. KAST	175,0812	333474
LET-materiaal voor montage verrkeerslicht centralizer VW Poznan	PROJ	IFA150009-LET MAT. VERKEERSLICHT	19,5414	333467
Materiaal + kabel operator controlbox links centralizer VW Poznan	PROJ	IFA150009-OPERATOR CONTROLBOX L	244,4988	333429
Materiaal + kabel operator controlbox rechts centralizer VW Poznan	PROJ	IFA150009-OPERATOR CONTROLBOX R	263,0469	333436
LET-materiaal voedingskast centraliser VW Poznan	PROJ	IFA150009-VOEDINGSKAST	2530,8749	333368
Kabel stuurkast <-> inschakelventiel service unit centralizer VW Poznan	PROJ	IFA150009-W=A1-XS101/A10-1Y4	17,1386	333498
Kabel stuurkast <-> aftakmodule service unit centralizer VW Poznan	PROJ	IFA150009-W=A1-XS102/A10-1SE12	21,3514	333504
Kabel stuurkast <-> px detektie linkse cylinder in centralizer voorzijde	PROJ	IFA150009-W=A1-XS111/A11-1A3-1SE3	15,3561	333535
Kabel stuurkast <-> px detektie linkse cylinder uit centralizer voorzijde	PROJ	IFA150009-W=A1-XS112/A11-1A3-1SE7	18,3978	333559
Kabel stuurkast <-> px detektie rechtse cylinder in centralizer voorzijde	PROJ	IFA150009-W=A1-XS113/A11-1A12-1SE13	15,3561	333566
Kabel stuurkast <-> px detektie rechtse cylinder uit centralizer voorzijde	PROJ	IFA150009-W=A1-XS114/A11-1A12-1SE17	21,4394	333573
Kabel sturing 5/3 klep stuurkast <-> cylinders in centralizer voorzijde	PROJ	IFA150009-W=A1-XS115/A11-XS115.1	56,4347	333542
Kabel sturing 5/3 klep stuurkast <-> cylinders uit centralizer voorzijde	PROJ	IFA150009-W=A1-XS116/A11-XS116.1	56,4347	333580
Kabel 24VDC & signaal stuurkast <-> fotocel 1 detektie voertuig centralizer	PROJ	IFA150009-W=A1-XS117/A11-3B4	18,046	333511
Kabel 24VDC & signaal stuurkast <-> fotocel 2 detektie voertuig centralizer	PROJ	IFA150009-W=A1-XS118/A11-3B12	21,0876	333528
Kabel stuurkast <-> px detektie linkse cylinder in centralizer achterzijde	PROJ	IFA150009-W=A1-XS121/A12-1A3-1SE3	15,3561	333597
Kabel stuurkast <-> px detektie linkse cylinder uit centralizer achterzijde	PROJ	IFA150009-W=A1-XS122/A12-1A3-1SE7	12,3144	333603
Kabel stuurkast <-> px detektie rechtse cylinder in centralizer achterzijde	PROJ	IFA150009-W=A1-XS123/A12-1A12-1SE13	15,3561	333610
Kabel stuurkast <-> px detektie rechtse cylinder uit centralizer achterzijd	PROJ	IFA150009-W=A1-XS124/A12-1A12-1SE17	15,3561	333627
Kabel sturing 5/3 klep stuurkast <-> cylinders in centralizer achterzijde	PROJ	IFA150009-W=A1-XS125/A12-XS125.1	56,8469	333634
Kabel sturing 5/3 klep stuurkast <-> cylinders uit centralizer achterzijde	PROJ	IFA150009-W=A1-XS126/A12-XS126.1	56,8469	333641
Kabel 24VC & I/O stuurkast <-> verkeerslicht centralizer VW Poznan	PROJ	IFA150009-W=A1-XS150/A15	69,3495	333443
LET-materiaal voor voedingskast referentielamp Unical Volvo Trucks Gent	PROJ	IFA150012-VOEDINGSKSTJE REF.LAMP	164,8042	333795
Kabel 12Vdc output voedingskast -> referentielamp Unical Volvo Trucks Gent	PROJ	IFA150012-W-A1-XS0/A50-XS50	43,425	333870
Kabel 220Vac input voedingskast referentielamp Unical Volvo Trucks Gent	PROJ	IFA150012-W-CLIENT/A1-XL0	17,5241	333863
Kabel W-A1-1X1/A1-XL0 : Netsnoer stopcontacten paaltje -> voedingskastje	PROJ	IFA150014-KABEL 220VAC VOEDINGSKAST	8,166	333924
Kabel W-XS00/A1-1X1: 220Vac stopcontacten paaltje voedingskastje PLA 25	PROJ	IFA150014-KABEL STOPCONTACTEN	41,8918	333931
Materiaal connectorplaat vaste kabels/sleepkabels RDF-toestel	PROJ	IFA150016-CONN.PLT. KABELS RDF	84,9899	336741
Materiaal connectorplaat vaste kabels/sleepkabels SWE-toestel	PROJ	IFA150016-CONN.PLT. KABELS SWE	147,5769	336758
Materiaal connectorplaat kolom SWE-toestel	PROJ	IFA150016-CONNECT.PLAAT SWE-TOESTEL	147,5769	336055
Materiaal I/O box APS FM SWE toestel	PROJ	IFA150016-I/O BOX SWE TOESTEL	454,3791	336062
LET-materiaal voor inrijgeleiding met 4 geleidingsrollen (LKW-versie)	PROJ	IFA150016-INRIJGELEIDING 4 ROLLEN	302,6865	336727
LET-materiaal voor inrijgeleiding met 8 geleidingsrollen (LKW-versie)	PROJ	IFA150016-INRIJGELEIDING 8 ROLLEN	427,3011	336734
Schroefmateriaal voor opstelling SICK-MLG kastje aan HEA-profiel Daimler	PROJ	IFA150016-MAT. PLATEN MLG-KASTJE	50,3529	336246
Materiaal voor montage inrij-LCD, verkeerslicht & conn.plt. op steunpaal	PROJ	IFA150016-MAT.OPSTELLING INRIJ-LCD	127,0922	336765
Materiaal connectorplaat kast RDF/LDW-SWE Anlage DC Wörth	PROJ	IFA150016-MATERIAAL CON.PLT.KAST	531,5401	336048
LET-materiaal stuurkast voor RDF/LDW-SWE Anlage DC Wörth	PROJ	IFA150016-MATERIAAL STUURKAST WÖRTH	12273,8995	335997
Siemens PC 6AG4114-1KH22-4BX0, met extra kaarten	PROJ	IFA150016-PC	3829,0383	344074
Reflectieplaatmodule 870x600mm voor Daimler Wörth	PROJ	IFA150016-REFLECTIEPLAATMODULE	4235,8651	368001
W-A1-XL2/A1-2M2: kabel deurschakelaars klemmenrij -> airco intern kast	PROJ	IFA150016-W-A1-XL2/A2-2M2	12,1969	336215
W-A1-XL3/A1-2M2: kabel 400Vac voeding -> airco intern stuurkast	PROJ	IFA150016-W-A1-XL3/A2-2M2	13,9267	336222
W-A1-XL34/A50-1A2-XS590 : kabel power & I/O kast -> klemmenkastje MLG's	PROJ	IFA150016-W-A1-XL34/A50-1A2-XS590	92,5452	337076
W-A1-XL35/A51 : kabel 24Vdc & I/O kast <-> verkeerlicht op paal inrij-LCD	PROJ	IFA150016-W-A1-XL35/A51	96,1091	336970
W-A1-XL36/A52-XS599 : kabel 12Vdc voeding kast -> referentielamp	PROJ	IFA150016-W-A1-XL36/A52-XS599	363,2531	337007
W-A2-13A1-XS68/A53-5A1-XS596 : kabel VGA kast -> scherm op paal inrij-LCD	PROJ	IFA150016-W-A2-13A1-XS68/A53-5A1	6,9826	336994
W-A2-16A1-XS100/CP10-XS100.1: kabel  power kast -> cplt portiek RDF	PROJ	IFA150016-W-A2-16A1-XS100/CP10	210,2648	336871
W-A2-16A1-XS103/CP10-XS103.1 : kabel par. I/O kast -> cplt portiek RDF	PROJ	IFA150016-W-A2-16A1-XS103/CP10	139,7176	336888
W-A2-16A1-XS182.1/CP10-XS182.2 : kabel  ethernet kast -> cplt portiek RDF	PROJ	IFA150016-W-A2-16A1-XS182.1/CP10	120,7571	336895
W-A2-16A1-XS184.1/CP10-XS184.2 : kabel  canbus kast -> cplt portiek RDF	PROJ	IFA150016-W-A2-16A1-XS184.1/CP10	70,3945	336901
W-A2-16A1-XS200/CP20-XS200.1: kabel  power kast -> cplt portiek SWE	PROJ	IFA150016-W-A2-16A1-XS200/CP20	173,7648	336918
W-A2-16A1-XS203/CP20-XS203.1 : kabel par. I/O kast -> cplt portiek SWE	PROJ	IFA150016-W-A2-16A1-XS203/CP20	115,3842	336925
W-A2-16A1-XS276.1/CP20-XS276.2:kabel VGA lcd kolom kast -> cplt portiek SWE	PROJ	IFA150016-W-A2-16A1-XS276.1/CP20	95,3634	336932
W-A2-16A1-XS282.1/CP20-XS282.2 : kabel  ethernet kast -> cplt portiek SWE	PROJ	IFA150016-W-A2-16A1-XS282.1/CP20	72,7243	336949
W-A2-16A1-XS284.1/CP20-XS284.2 : kabel  canbus kast -> cplt portiek SWE	PROJ	IFA150016-W-A2-16A1-XS284.1/CP20	70,3945	336956
W-A2-16A1-XS301/A30-XS301.1 : kabel power & I/O kast -> stuurkast A30	PROJ	IFA150016-W-A2-16A1-XS301/A30	358,3985	337014
W-A2-16A1-XS303.1/A30-XS303.2 : kabel canbus kast -> stuurkast A30	PROJ	IFA150016-W-A2-16A1-XS303.1/A30	113,202	337021
W-A2-16A1-XS305.1/A30-XS305.2 : kabel ethernet kast -> stuurkast A30	PROJ	IFA150016-W-A2-16A1-XS305.1/A30	93,7081	337038
W-A2-16A1-XS401/A40-XS401.1 : kabel power & I/O kast -> stuurkast A40	PROJ	IFA150016-W-A2-16A1-XS401/A40	539,0143	337045
W-A2-16A1-XS405.1/A40-XS405.2 : kabel ethernet kast -> stuurkast A40	PROJ	IFA150016-W-A2-16A1-XS405.1/A40	64,8793	337052
W-A2-16A1-XS591.1/A50-1A2-XS591.2: kabel RS485 kast -> klemmenkastje MLG's	PROJ	IFA150016-W-A2-16A1-XS591.1/A50-1A2	82,2345	337083
W-A2-28A1-XS99/CP20-XS275.2 : kabel  ethernet (2) kast -> cplt portiek SWE	PROJ	IFA150016-W-A2-28A1-XS99/CP20	98,165	336963
W-A2-4X1-XS14/A53-5A1-XS595 : kabel 220Vac kast -> scherm op paal inrij-LCD	PROJ	IFA150016-W-A2-4X1-XS14/A53-5A1	113,0461	336987
W-A2-5A1-XS650/A2-XS650.1: kabel PC -> Amphenol Air LB stekker op zijwand	PROJ	IFA150016-W-A2-5A1-XS650/A2-XS650.1	26,8276	336239
W-A30-XS334.3/A40-XS403.2 : kabel canbus stuurkast A30 -> stuurkast A40	PROJ	IFA150016-W-A30-XS334.3/A40-XS403.2	235,4287	337069
W-A50-1A2-XS592/A50-2B3-XS592.1 : kabel zender MLG -> klemmenkastje	PROJ	IFA150016-W-A50-1A2-XS592/A50-2B3	97,8896	337090
W-A50-1A2-XS593/A50-2B12-XS593.1 : kabel ontvanger MLG -> klemmenkastje	PROJ	IFA150016-W-A50-1A2-XS593/A50-2B12	49,2229	337106
W-CP10-XS100.1/CP11-XS100.2 : kabel power sleepkettting RDF	PROJ	IFA150016-W-CP10-XS100.1/CP11	297,1737	336772
W-CP10-XS103.1/CP11-XS103.2 : Kabel parallel I/O sleepketting RDF	PROJ	IFA150016-W-CP10-XS103.1/CP11	190,1662	336789
W-CP10-XS182.2/CP11-XS182.3 : kabel  ethernet video sleepketting RDF	PROJ	IFA150016-W-CP10-XS182.2/CP11	116,3654	336796
W-CP10-XS184.2/CP11-XS184.3 : Kabel canbus sleepketting RDF	PROJ	IFA150016-W-CP10-XS184.2/CP11	104,1898	336802
W-CP20-XS200.1/CP21-XS200.2 : kabel power sleepkettting SWE	PROJ	IFA150016-W-CP20-XS200.1/CP21	281,3601	336819
W-CP20-XS203.1/CP21-XS203.2 : Kabel parallel I/O sleepketting SWE	PROJ	IFA150016-W-CP20-XS203.1/CP21	180,436	336826
W-CP20-XS275.2/CP21-XS275.3 : kabel ethernet KVM-ext. sleepketting SWE	PROJ	IFA150016-W-CP20-XS275.2/CP21	115,7698	336833
W-CP20-XS276.2/CP21-XS276.3 : kabel VGA lcd kolom sleepkettting SWE	PROJ	IFA150016-W-CP20-XS276.2/CP21	121,3384	336840
W-CP20-XS282.2/CP21-XS282.3 : kabel  ethernet video sleepketting SWE	PROJ	IFA150016-W-CP20-XS282.2/CP21	115,7698	336857
W-CP20-XS284.2/CP21-XS284.3 : Kabel canbus sleepketting SWE	PROJ	IFA150016-W-CP20-XS284.2/CP21	104,3025	336864
W-CP21-XS282.3/A20-XS282.4: Kabel ethernet video con.plaat intern SWE	PROJ	IFA150016-W-CP21-XS282.3/A20	54,769	336710
W-A1-XS100/CP10-XS100.1:kabel power voedingskast -> con.plaat	PROJ	IFA150017-KABEL W-XS100-XS100.1	133,1015	335089
W-CP10-XS100.1/A10-XS100.2:kabel power sleepketting kabelgeleiding	PROJ	IFA150017-KABEL W-XS100.1-XS100.2	180,7939	335096
W-A10-XS124.2/CP10-XS124.3:kabel canbus sleepketting kabelgeleiding	PROJ	IFA150017-KABEL W-XS124.2-XS124.3	73,2106	335102
W-CP10-XS124.3/A1-XS124.4:Kabel canbus voedingskast <->con.plaat	PROJ	IFA150017-KABEL W-XS124.3-XS124.4	66,9588	335119
W-A10-XS163.2/CP10-XS163.3:kabel RS232 COM1 sleepketting kabelgeleiding	PROJ	IFA150017-KABEL W-XS163.2-XS163.3	55,6168	335126
W-CP10-XS163.3/A1-XS163.4:Kabel RS232 voedingskast -> con.plaat	PROJ	IFA150017-KABEL W-XS163.3-XS163.4	63,0261	335133
W-A10-XS167.2/CP10-XS167.3:kabel ethernet sleepketting kabelgeleiding	PROJ	IFA150017-KABEL W-XS167.2-XS167.3	73,2106	335140
W-CP10-XS167.3/A1-XS167.4:Kabel ethernet voedingskast <->con.plaat	PROJ	IFA150017-KABEL W-XS167.3-XS167.4	57,8338	335157
Phoenix IPC panelpc met Samsung SSD 850Pro 256GB	PROJ	IFA150017-PANELPC	2745	340083
1-A050-XS119/M001-XS129 : kabel ethernet video sleepketting portiek Repair	PROJ	IFA150019-1-A050-XS119/M001-XS129	78,1738	335973
