Omschrijving	Art.groep	Artikelsymbool	Gemiddeldekostprijs	Alternatiefnummer	Voorraadbijhouden	VbEnh	VkEnh	AkEnh	PrsEnh	Verkoopprijs	PercVk	Basisaankoopwaarde	Categorie	Basisgewicht	VrdEnh	UniekVolgnummer	MagazijnIN	MagazijnlocatieIN	MagazijnUIT	MagazijnlocatieUIT	Soortelijkgewicht	Datum vanaanpassing	Uur vanaanpassing	Aangepastdoor	Lotnr.leverancier	BOM	EAN13-code	Externe Omschrijving	Werknemer	Vervaldatum	Vervaldatumherziening	Aankoop-code	Soortartikel	Linkdocumentcenter	Laatste bestelprijs	Gevaarlijk en/of veiligheidsvoorschriften	Allergeen	Type artikel	Laatste ontvangstprijs	Netto gewicht	Standaardop voorraad	Budgetprijs	Afdeling	Verkoop-code	Halal	Bestemming	
CMOS-chip IDC100 ETS 3P04 B/W	HFPRI	040191_00OPT/	80,0000	="0000000191227"	1	ST	ST	ST	ST	0,0000	0,00	175,0000		0,00	ST	0000019917	HMAG	GEEN	HMAG	EK01P1	0,00	28/08/2018	16,18	msoft		0	="0000000191227"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
VAM print 1 ton	HFPRI	040192_00VAM/	308,4224	3BOA040192000	1	ST	ST	ST	ST	730,5000	0,00	283,7500		0,00	ST	0000004404	HMAG	EK01P1	HMAG	EK01P1	0,00	29/11/2018	15,45	vpa		1	="0000000254335"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
APS control unit PLM/Verv dr 090338C op plaatwerk/vb ma 20142065/vp 643	HFPRI	040206A00KOL/	339,9280	3BOA040206000	1	ST	ST	ST	ST	1011,0000	0,00	259,8270		0,40	ST	0000004405	HMAG	EK01P2	HMAG	EK01P2	0,00	29/11/2018	15,45	vpa		1	="0000000254342"	?		31/12/2099	31/12/2099	Niet bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
APS control unit PLM Rev. B	HFPRI	040206B00KOL/	259,3176	3BOA040206200	1	ST	ST	ST	ST	754,5000	0,00	234,5470		0,40	ST	0000004406	HMAG	EK01P2	HMAG	EK01P2	0,00	29/11/2018	15,45	vpa		1	="0000000254359"	?		31/12/2099	31/12/2099	Niet bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
APS control unit PLM rev.C (2 RJ10 connectoren)	HFPRI	040206C00KOL/	292,1211	="0000000077019"	1	ST	ST	ST	ST	878,5000	0,00	0,0000		0,40	ST	0000008852	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	15,45	vpa		1	="0000000077019"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
APS control unit PLM Rev. D	HFPRI	040206D00KOL/	215,0449	="0000000078061"	1	ST	ST	ST	ST	679,0000	0,00	234,5470		0,00	ST	0000009188	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	15,46	vpa		1	="0000000078061"	Artikel niet meer in produktie nemen !!! Overstap naar volgende versie		31/12/2099	31/12/2099	Niet bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Hoogtedetectie print PLM	HFPRI	040275_00KOL/	115,3358	3BOA040275000	1	ST	ST	ST	ST	422,0000	0,00	67,2660		0,00	ST	0000004407	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	15,46	vpa		1	="0000000035866"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
LED print voor ACC radar afr.	HFPRI	040311_00OPT/	14,1325	3BOA040311000	1	ST	ST	ST	ST	42,0000	0,00	14,2820		0,00	ST	0000004408	HMAG	EK01P3	HMAG	EK01P3	0,00	29/11/2018	15,46	vpa		1	="0000000254366"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
LM1050 Voedingsprint power supply	HFPRI	040358_00OPT/	78,4661	="0000000106320"	1	ST	ST	ST	ST	240,0000	0,00	0,0000		0,00	ST	0000011575	HMAG	GEEN	HMAG	GEEN	0,00	19/04/2019	10,34	VTH		1	="0000000106320"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Print hoogtedetectie cel 1-8	HFPRI	040377_00KOL/	28,5780	3BOA040377000	1	ST	ST	ST	ST	71,5000	0,00	17,8290		0,08	ST	0000004409	HMAG	EK01P3	HMAG	EK01P3	0,00	19/06/2019	13,47	mro		1	="0000000189699"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Print hoogtedetectie cel 9-16	HFPRI	040378_00KOL/	30,1456	3BOA040378000	1	ST	ST	ST	ST	71,5000	0,00	42,3570		0,00	ST	0000004410	HMAG	EK01P3	HMAG	EK01P3	0,00	19/06/2019	13,47	mro		1	="0000000189705"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
LM20 board met fujitsu LHD Rev. A !!!!!WIJZIGT!!!!	HFPRI	040379A00OPT/	122,7694	="0000000077835"	1	ST	ST	ST	ST	216,0000	0,00	0,0000		0,00	ST	0000009107	HMAG	EK01P4	HMAG	EK01P4	0,00	29/11/2018	15,47	vpa		1	="0000000077835"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
LM20 board met fujitsu LHD Rev. B	HFPRI	040379B00OPT/	111,7819	="0000000143967"	1	ST	ST	ST	ST	185,0000	0,00	0,0000		0,00	ST	0000015269	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	15,47	vpa		1	="0000000143967"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Fotocelprint LM20 fujitsu LHD Rev. C	HFPRI	040379C00OPT/	64,0773	="0000000174404"	1	ST	ST	ST	ST	165,0000	0,00	0,0000		0,00	ST	0000017950	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	15,47	vpa		1	="0000000174404"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
LM20 board met fujitsu LHD	HFPRI	040379_00OPT/	175,6347	3BOA040379000	1	ST	ST	ST	ST	380,0000	0,00	91,6950		0,00	ST	0000004411	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	15,46	vpa		1	="0000000254373"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
UV&temperatuur sensor print Rev. A	HFPRI	040389A00DIV/	119,1874	3BOA040389000	1	ST	ST	ST	ST	328,5000	0,00	0,0000		0,00	ST	0000008611	HMAG	EK01P4	HMAG	EK01P4	0,00	29/11/2018	15,47	vpa		1	="0000000254380"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Relais print lekdetectie	HFPRI	040420_00DIV/	40,1181	="0000000074773"	1	ST	ST	ST	ST	120,5000	0,00	0,0000		0,00	ST	0000008609	HMAG	EK01P4	HMAG	EK01P4	0,00	29/11/2018	15,47	vpa		1	="0000000254397"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Stuurprint CMOS met VGA IDC100 Rev. A	HFPRI	050030A00OPT/	83,9096	="0000000186438"	1	ST	ST	ST	ST	249,0000	0,00	155,0000		0,00	ST	0000019089	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	15,47	vpa		1	="0000000186438"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	89,00	0	0	Blanco lotartikel	155,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Stuurprint CMOS met VGA IDC100	HFPRI	050030_00OPT/	335,3621	="0000000232609"	1	ST	ST	ST	ST	1006,5000	0,00	89,0000		0,00	ST	0000023645	HMAG	EK01P5	HMAG	EK01P5	0,00	28/08/2018	16,18	msoft		0	="0000000232609"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
LM20 Board met Fujitsu - Rev. A !!!!!WIJZIGT!!!!!	HFPRI	050108A00OPT/	115,5310	3BOA050108100	1	ST	ST	ST	ST	195,0000	0,00	0,0000		0,00	ST	0000008072	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	15,48	vpa		1	="0000000069410"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
LM20 Board met Fujitsu - Rev. B	HFPRI	050108B00OPT/	104,7034	="0000000143950"	1	ST	ST	ST	ST	161,5000	0,00	0,0000		0,00	ST	0000015268	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	15,48	vpa		1	="0000000143950"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Fotocelprint LM20 Fujitsu RHD - Rev. C	HFPRI	050108C00OPT/	66,0996	="0000000174411"	1	ST	ST	ST	ST	168,0000	0,00	0,0000		0,00	ST	0000017951	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	15,48	vpa		1	="0000000174411"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
LM20 board met fujitsu RHD	HFPRI	050108_00OPT/	135,2631	3BOA050108000	1	ST	ST	ST	ST	259,0000	0,00	89,4820		0,00	ST	0000004414	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	15,47	vpa		1	="0000000035934"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
VGA board DSP-camera 1M	HFPRI	050109_00OPT/	0,0000	0PCB300501090	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,00	ST	0000011084	HMAG	GEEN	HMAG	GEEN	0,00	24/05/2017	16,43	msoft		0	="0000000038362"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Lekdetectie CAN RS232 camera	HFPRI	050214_00DIV/	46,4728	3BOA050214000	1	ST	ST	ST	ST	141,5000	0,00	19,3480		0,00	ST	0000004415	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	15,48	vpa		1	="0000000035941"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
PCB VGA-F - FTC10PM LVC1050	HFPRI	050279_00OPT/	7,3693	="0000000071710"	1	ST	ST	ST	ST	17,5000	0,00	0,0000		0,01	ST	0000008489	HMAG	EK01P5	HMAG	EK01P5	0,00	29/11/2018	15,48	vpa		1	="0000000178303"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,10	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Foodtexture USB print	HFPRI	050732A00DEL/	123,1670	="0000000077408"	1	X	X	X	X	364,0000	0,00	0,0000		0,00	X	0000009044	HMAG	EK74	HMAG	EK74	0,00	28/08/2018	16,18	msoft		1	="0000000203043"	?		31/12/2099	31/12/2099	Bestelbaar	Fictief	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Bluetooth RS232 Piggyback LM1050	HFPRI	050733_00OPT/	89,1065	="0000000096102"	1	ST	ST	ST	ST	323,0000	0,00	0,0000		0,00	ST	0000011159	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	15,48	vpa		1	="0000000096102"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Interface schroevendraaier LED-verlichting	HFPRI	050745_00DIS/	156,2565	3BOA050745000	1	ST	ST	ST	ST	365,0000	0,00	0,0000		0,00	ST	0000007115	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	15,48	vpa		1	="0000000062909"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Print ledarray verlengd	HFPRI	050808_00HME/	137,5504	3BOA050808000	1	ST	ST	ST	ST	410,5000	0,00	0,0000		0,00	ST	0000007236	HMAG	MR2K5	HMAG	MR2K5	0,00	29/11/2018	15,49	vpa		1	="0000000063920"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
AC/DC print lekdetectie	HFPRI	050905_00DIV/	73,9511	="0000000074759"	1	ST	ST	ST	ST	217,0000	0,00	0,0000		0,00	ST	0000008607	HMAG	EK73	HMAG	EK73	0,00	29/11/2018	15,49	vpa		1	="0000000254441"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
VGA Board 2M programmable	HFPRI	050944A00OPT/	85,0000	="0000000138192"	1	ST	ST	ST	ST	147,0000	0,00	0,0000		0,00	ST	0000014702	HMAG	GEEN	HMAG	GEEN	0,00	15/01/2019	16,27	vpa		0	="0000000138192"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
CMOS-chip IDC100 ETS 3P04 COLOUR	HFPRI	050945_00OPT/	90,0000	="0000000076234"	1	ST	ST	ST	ST	750,0000	0,00	0,0000		0,00	ST	0000008715	HMAG	EK73	HMAG	EK73	0,00	28/08/2018	16,18	msoft		0	="0000000076234"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	250,00	0	0	Blanco lotartikel	90,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Converter kabel voor encoder signalen	HFPRI	050991_00KOL/	28,1508	="0000000073899"	1	ST	ST	ST	ST	160,5000	0,00	0,0000		0,00	ST	0000008560	HMAG	EK73	HMAG	EK73	0,00	29/11/2018	15,49	vpa		1	="0000000073899"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
PCB VGA_M --> FTC10PM GOCA	HFPRI	050997_00OPT/	6,2882	="0000000094504"	1	ST	ST	ST	ST	19,0000	0,00	0,0000		0,00	ST	0000010975	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	15,50	vpa		1	="0000000094504"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Powerblok LVC1050	HFPRI	051014_00OPT/	210,7154	="0000000075039"	1	ST	ST	ST	ST	618,5000	0,00	0,0000		0,00	ST	0000008633	HMAG	EK73	HMAG	EK73	0,00	29/11/2018	15,50	vpa		1	="0000000191005"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Print CANVAM	HFPRI	051032_00VAM/	338,5541	="0000000077132"	1	ST	ST	ST	ST	1072,5000	0,00	0,0000		0,00	ST	0000008996	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	15,50	vpa		1	="0000000254472"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
	HFPRI	060000_00OPT/	0,0000	="0000000163262"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,00	ST	0000016831	HMAG	GEEN	HMAG	GEEN	0,00	13/12/2014	12,52	mro		0	="0000000163262"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Voedingsprint UNICAL laser	HFPRI	060134_00CAL/	9,7099	="0000000106535"	1	ST	ST	ST	ST	30,0000	0,00	0,0000		0,00	ST	0000011609	HMAG	GEEN	HMAG	GEEN	0,00	28/08/2018	16,18	msoft		1	="0000000106535"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Wireless screwdriver power PCB Rev. C	HFPRI	060140C00DIS/	92,8000	="0000000291071"	1	ST	ST	ST	ST	192,0000	0,00	0,0000		0,00	ST	0000027952	HMAG	GEEN	HMAG	GEEN	0,00	28/08/2018	16,18	msoft		0	="0000000291071"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Wireless screwdriver power PCB Rev. D	HFPRI	060140D00DIS/	93,6000	="0000000291095"	1	ST	ST	ST	ST	277,0000	0,00	0,0000		0,00	ST	0000028038	HMAG	GEEN	HMAG	GEEN	0,00	28/08/2018	16,18	msoft		0	="0000000291095"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Wireless screwdriver controll PCB Rev. B	HFPRI	060141B00DIS/	72,1100	="0000000159906"	1	ST	ST	ST	ST	277,5000	0,00	0,0000		0,005	ST	0000016416	HMAG	EK74	HMAG	EK74	0,00	28/08/2018	16,18	msoft		0	="0000000159906"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Piggybackprint seriële communicatie	HFPRI	060275_00DEL/	30,0081	="0000000093965"	1	ST	ST	ST	ST	93,0000	0,00	0,0000		0,00	ST	0000010928	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	15,50	vpa		1	="0000000093965"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Processorprint MST 2	HFPRI	060388A00MST/	84,1880	="0000000106986"	1	ST	ST	ST	ST	194,0000	0,00	0,0000		0,00	ST	0000011625	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	15,50	vpa		1	="0000000106986"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Processorprint MST 2	HFPRI	060388_00MST/	269,1682	="0000000100380"	1	ST	ST	ST	ST	806,0000	0,00	0,0000		0,00	ST	0000011532	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	15,50	vpa		1	="0000000100380"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
LCD display module speedoscope MST2	HFPRI	070010_00MST/	38,4820	="0000000100687"	1	ST	ST	ST	ST	114,5000	0,00	0,0000		0,00	ST	0000013453	HMAG	EK74	HMAG	EK74	0,00	19/04/2019	10,35	VTH		1	="0000000100687"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Controlboard speedocal MST	HFPRI	070030_00CAL/	68,4318	="0000000107945"	1	ST	ST	ST	ST	205,0000	0,00	0,0000		0,00	ST	0000011756	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	15,50	vpa		1	="0000000107945"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Wireless screwdriver charge station PCB Rev. A	HFPRI	070056A00DIS/	93,0200	="0000000159869"	1	ST	ST	ST	ST	143,5000	0,00	0,0000		0,00	ST	0000016412	HMAG	EK74	HMAG	EK74	0,00	28/08/2018	16,18	msoft		0	="0000000159869"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Wireless screwdriver controller station PCB	HFPRI	070057A00DIS/	140,0900	="0000000159883"	1	ST	ST	ST	ST	424,5000	0,00	0,0000		0,00	ST	0000016414	HMAG	EK73	HMAG	EK73	0,00	28/08/2018	16,18	msoft		0	="0000000159883"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Electronische reflector speedocal MST	HFPRI	070060_00CAL/	37,1915	="0000000107952"	1	ST	ST	ST	ST	125,0000	0,00	0,0000		0,00	ST	0000011755	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	15,50	vpa		1	="0000000107952"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
LCD display speedocal MST	HFPRI	070067_00CAL/	16,7273	="0000000108164"	1	ST	ST	ST	ST	50,0000	0,00	0,0000		0,00	ST	0000011838	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	15,51	vpa		1	="0000000108164"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Toetsenbord speedocal MST	HFPRI	070068_00CAL/	22,8855	="0000000108157"	1	ST	ST	ST	ST	63,0000	0,00	0,0000		0,00	ST	0000011774	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	15,51	vpa		1	="0000000108157"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Power board MST2 - MST3	HFPRI	070173_00MST/	75,8149	="0000000128766"	1	ST	ST	ST	ST	231,0000	0,00	0,0000		0,00	ST	0000013809	HMAG	EK73	HMAG	EK73	0,00	29/11/2018	15,51	vpa		1	="0000000128766"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Processorprint MST2 met Ezurio	HFPRI	070188_00MST/	138,6274	="0000000128247"	1	ST	ST	ST	ST	390,0000	0,00	0,0000		0,00	ST	0000013792	HMAG	EK73	HMAG	EK73	0,00	29/11/2018	15,51	vpa		1	="0000000128247"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Processorprint MST PDA	HFPRI	070195_00MST/	35,0199	="0000000137676"	1	ST	ST	ST	ST	84,0000	0,00	0,0000		0,00	ST	0000014672	HMAG	EK74	HMAG	EK74	0,00	08/11/2018	11,44	mro		1	="0000000137676"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Laderprint MST PDA	HFPRI	070196_00MST/	20,5556	="0000000137683"	1	ST	ST	ST	ST	60,0000	0,00	0,0000		0,00	ST	0000014673	HMAG	EK74	HMAG	EK74	0,00	08/11/2018	11,44	mro		1	="0000000137683"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Ezurio print MST PDA	HFPRI	070197_00MST/	7,3923	="0000000137669"	1	ST	ST	ST	ST	21,5000	0,00	0,0000		0,00	ST	0000014671	HMAG	EK74	HMAG	EK74	0,00	28/08/2018	16,18	msoft		1	="0000000137669"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
I/O Module canbus 2018 3311111	HFPRI	070250A00ACC/	150,0873	="0000000445931"	1	ST	ST	ST	ST	450,0000	0,00	0,0000		0,00	ST	0000046321	HMAG	GEEN	HMAG	GEEN	0,00	09/07/2019	12,32	vpa		1	="0000000445931"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Blanco lotartikel	0,00	0,20	0	0,00		Verkoopbaar aan klan	Niet HALAL		
SD kaart MST PDA	HFPRI	070290_00MST/	20,3900	="0000000137690"	1	ST	ST	ST	ST	61,5000	0,00	0,0000		0,00	ST	0000014674	HMAG	EK74	HMAG	EK74	0,00	28/08/2018	16,18	msoft		1	="0000000137690"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Wireless screwdriver button	HFPRI	070307_00DIS/	36,4892	="0000000225212"	1	ST	ST	ST	ST	112,0000	0,00	0,0000		0,00	ST	0000023077	HMAG	EK74	HMAG	EK74	0,00	29/11/2018	15,51	vpa		1	="0000000225212"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
